customer_id,name,gender,email,phone,purchase_amount,purchase_date,product_category,rating
CUST2790,Mark Ibrahim,0,mark.ibrahim@yahoo.com,987654321.0,728.53,2024-06-10,Unknown,3.0
CUST2793,Sara Ali,1,sara.ali@hotmail.com,987654321.0,835.46,2023-08-03,Electronics,4.0
CUST2796,Sara Hassan,0,sara.hassan@yahoo.com,123456789.0,355.23,2023-03-09,Unknown,4.0
CUST2798,Mark Hassan,0,mark.hassan@hotmail.com,123456789.0,293.83,2023-03-04,Unknown,2.0
CUST2815,Mark Smith,0,mark.smith@yahoo.com,123456789.0,13.82,2024-07-11,Toys,5.0
CUST2823,Mark Gaber,1,mark.gaber@yahoo.com,123456789.0,152.69,2023-01-02,Books,3.0
CUST2828,Ali Mahmoud,0,ali.mahmoud@gmail.com,123456789.0,635.59,2024-04-08,Unknown,2.0
CUST2831,Sara Ali,0,sara.ali@gmail.com,123456789.0,458.48,2024-08-11,Electronics,2.0
CUST2833,Alaa Gaber,1,alaa.gaber@hotmail.com,987654321.0,172.79,2023-08-11,Toys,2.0
CUST2838,Fatma Hassan,1,fatma.hassan@gmail.com,123456789.0,916.02,2023-01-01,Unknown,4.0
CUST2845,John Hassan,0,john.hassan@hotmail.com,123456789.0,338.19,2024-11-03,Unknown,5.0
CUST2846,Alaa Ibrahim,1,alaa.ibrahim@gmail.com,987654321.0,147.54,2024-11-08,Electronics,2.0
CUST2848,Alaa Ali,1,alaa.ali@gmail.com,123456789.0,524.07,2023-09-04,Clothing,5.0
CUST2874,Lina Ali,1,lina.ali@gmail.com,987654321.0,235.0,2025-11-02,Books,4.0
CUST2877,Mark Ali,0,mark.ali@gmail.com,987654321.0,158.88,2024-01-01,Electronics,3.0
CUST2888,Mark Ali,1,mark.ali@yahoo.com,123456789.0,212.08,2025-03-02,Electronics,10.0
CUST2901,Lina Gaber,0,lina.gaber@gmail.com,987654321.0,221.95,2025-04-07,Unknown,2.0
CUST2903,Lina Mahmoud,0,lina.mahmoud@gmail.com,987654321.0,919.32,2024-07-10,Electronics,3.0
CUST2906,Alaa Hassan,1,alaa.hassan@gmail.com,123456789.0,103.32,2025-01-07,Toys,3.0
CUST2913,John Gaber,1,john.gaber@yahoo.com,987654321.0,462.96,2024-07-01,Books,2.0
CUST2925,Sara Ali,1,sara.ali@hotmail.com,987654321.0,512.36,2023-04-12,Home,3.0
CUST2929,Sara Smith,0,sara.smith@gmail.com,123456789.0,414.03,2022-04-12,Clothing,2.0
CUST2935,Lina Gaber,1,lina.gaber@gmail.com,123456789.0,958.57,2022-02-12,Unknown,3.0
CUST2936,Ali Hassan,1,ali.hassan@yahoo.com,987654321.0,582.79,2023-08-06,Books,4.0
CUST2941,Sara Hassan,0,sara.hassan@yahoo.com,987654321.0,761.52,2023-01-06,Unknown,10.0
CUST2952,Mark Ali,1,mark.ali@hotmail.com,987654321.0,222.16,2023-09-07,Home,10.0
CUST2959,Mark Mahmoud,0,mark.mahmoud@hotmail.com,123456789.0,801.99,2025-10-02,Books,3.0
CUST2977,Alaa Ali,1,alaa.ali@yahoo.com,987654321.0,807.27,2023-06-05,Electronics,10.0
CUST2987,Ali Mahmoud,1,ali.mahmoud@hotmail.com,123456789.0,446.94,2023-08-04,Unknown,10.0
CUST3012,Alaa Gaber,0,alaa.gaber@gmail.com,123456789.0,450.21,2025-04-01,Unknown,10.0
CUST3016,Alaa Smith,1,alaa.smith@hotmail.com,987654321.0,460.27,2024-08-01,Home,10.0
CUST3022,Lina Smith,1,lina.smith@gmail.com,987654321.0,393.82,2023-02-10,Books,4.0
CUST3027,Fatma Mahmoud,1,fatma.mahmoud@hotmail.com,123456789.0,305.81,2025-03-06,Home,3.0
CUST3035,John Hassan,1,john.hassan@yahoo.com,123456789.0,221.93,2024-04-09,Unknown,3.0
CUST3036,Sara Mahmoud,1,sara.mahmoud@hotmail.com,123456789.0,422.83,2023-06-05,Books,5.0
CUST3038,Ahmed Hassan,1,ahmed.hassan@gmail.com,123456789.0,851.93,2024-10-03,Home,3.0
CUST3049,Ali Ali,0,ali.ali@yahoo.com,123456789.0,628.68,2023-02-04,Electronics,3.0
CUST3053,Sara Hassan,1,sara.hassan@hotmail.com,123456789.0,871.52,2024-03-08,Unknown,2.0
CUST3057,Ahmed Ali,0,ahmed.ali@hotmail.com,987654321.0,500.33,2024-12-07,Clothing,10.0
CUST3065,Lina Smith,0,lina.smith@yahoo.com,987654321.0,375.5,2024-11-03,Electronics,2.0
CUST3075,Ali Hassan,0,ali.hassan@gmail.com,987654321.0,473.94,2023-02-10,Books,4.0
CUST3085,Sara Hassan,0,sara.hassan@yahoo.com,123456789.0,833.33,2024-08-08,Unknown,10.0
CUST3090,Alaa Smith,1,alaa.smith@hotmail.com,987654321.0,615.98,2023-01-08,Unknown,2.0
CUST3092,Lina Mahmoud,1,lina.mahmoud@gmail.com,123456789.0,635.34,2023-06-11,Electronics,10.0
CUST3095,Alaa Ali,1,alaa.ali@hotmail.com,987654321.0,708.91,2025-06-06,Unknown,4.0
CUST3097,Ali Ibrahim,0,ali.ibrahim@hotmail.com,987654321.0,804.19,2023-02-11,Clothing,4.0
CUST1494,Ahmed Hassan,0,ahmed.hassan@hotmail.com,123456789.0,778.69,2023-08-04,Unknown,4.0
CUST2848,Alaa Ali,1,alaa.ali@gmail.com,123456789.0,524.07,2023-09-04,Clothing,5.0
CUST2448,Lina Hassan,0,lina.hassan@yahoo.com,123456789.0,539.08,2023-08-05,Unknown,2.0
CUST1948,Ali Hassan,0,ali.hassan@yahoo.com,123456789.0,348.05,2024-02-05,Clothing,10.0
CUST2259,Mark Smith,1,mark.smith@yahoo.com,987654321.0,653.34,2023-12-02,Home,4.0
CUST2362,John Mahmoud,0,john.mahmoud@hotmail.com,123456789.0,297.31,2025-06-01,Home,2.0
CUST1447,Mark Mahmoud,1,mark.mahmoud@hotmail.com,987654321.0,462.47,2023-04-08,Toys,5.0
CUST1694,John Ali,0,john.ali@yahoo.com,987654321.0,250.47,2024-05-02,Unknown,5.0
